# 540 points chosen from a noisy circle, with 60 points chosen from a uniform distribution
# parameters: mean radius 2, std. dev. radius 0.3, radius for codensity function 1
points
2
4
codensity
0.47	1.63	20
1.32	-1.96	30
-0.71	2.09	24
-1.58	1.64	18
-0.56	-0.84	62
0.12	1.65	18
-1.96	-1.38	41
-1.41	1.12	15
-0.99	1.25	3
0.62	-1.33	28
1.95	-1.85	53
2.12	-0.33	22
-1.93	0.93	20
-1.75	-0.81	16
-1.67	1.30	20
0.75	2.32	46
-0.90	-1.78	23
-1.70	-1.67	40
-0.67	-1.33	27
0.74	2.08	34
-1.94	-0.37	25
2.10	-0.10	21
0.97	1.45	27
1.93	-1.84	51
-2.10	0.59	19
-0.22	-1.77	12
1.34	1.35	23
0.19	2.41	43
0.13	1.38	27
0.49	-1.92	17
-1.05	-1.25	20
-1.81	1.45	25
0.69	2.38	49
1.48	-1.18	15
-0.23	-2.31	31
0.55	1.57	24
1.70	-0.02	17
1.35	-0.91	18
-1.45	1.31	14
-1.32	-1.61	24
-0.24	-2.02	21
-1.23	1.40	3
-1.09	-0.65	36
1.08	1.15	27
2.23	-0.40	27
-1.37	1.50	5
-1.66	1.21	16
0.09	1.25	37
-1.81	0.38	16
0.23	-1.90	13
0.62	1.41	31
-0.22	1.55	18
0.16	1.66	17
-1.84	-1.06	25
-0.05	2.20	26
1.26	1.77	35
-1.29	1.06	14
-1.14	1.94	19
1.14	-2.32	50
2.62	-1.47	78
0.97	1.44	27
1.36	1.22	22
-2.28	0.81	31
-1.71	0.22	24
0.19	-1.93	14
-0.32	-2.46	41
-1.59	1.10	14
1.56	0.39	18
-0.52	1.57	20
-2.03	-0.98	26
-1.67	-1.41	34
-0.75	1.51	5
-1.47	0.12	30
-0.50	1.89	20
1.84	-0.24	10
-1.31	-1.56	25
2.23	0.92	33
0.65	-1.54	12
-1.41	2.39	60
2.03	0.17	14
1.49	-1.06	11
-1.55	-0.11	32
-2.22	-0.08	34
1.84	-0.88	14
-2.18	0.42	29
-0.98	1.58	7
1.52	-0.32	15
0.42	2.10	26
-0.28	-2.10	24
-1.73	-0.40	24
2.12	0.18	19
-0.54	-1.65	19
1.07	0.83	32
2.36	0.97	48
-1.88	-0.87	22
-0.50	1.82	20
1.51	0.37	19
-0.44	-2.18	28
0.28	2.10	23
1.54	0.65	13
-0.74	2.13	27
0.85	1.56	28
0.91	1.71	33
1.04	-1.39	17
2.24	-0.53	30
-1.95	1.63	34
-0.46	2.17	28
-1.14	-1.52	17
-2.11	0.89	28
1.80	1.19	24
-0.07	1.90	18
0.63	-1.77	13
-1.35	-0.28	33
-1.87	1.08	18
1.30	1.38	27
-2.09	0.29	29
-0.61	-2.26	38
-1.54	1.23	19
1.60	-1.11	14
0.18	-1.62	11
-2.28	-1.27	56
1.70	-1.73	40
-0.80	-1.76	18
-1.56	1.06	13
-0.16	-2.09	22
2.01	0.28	16
1.13	-1.50	14
0.30	2.34	41
-1.33	-1.43	22
-0.16	2.19	26
-1.38	0.65	17
1.99	0.45	15
1.03	-1.56	14
0.84	1.69	31
-1.27	-1.36	22
2.04	0.02	20
0.96	-1.31	17
2.00	0.32	16
-0.45	1.63	19
1.50	0.92	15
-2.57	0.89	64
-1.41	1.06	13
2.28	1.11	42
-0.16	1.67	18
0.01	-1.82	17
-1.24	1.49	3
-1.27	1.46	2
-1.12	1.50	1
1.71	-0.57	14
2.04	-0.53	23
1.87	1.09	23
-0.48	1.94	19
0.57	1.91	28
-2.37	-0.76	50
-0.46	1.94	19
0.37	1.39	31
1.24	0.57	29
-1.98	-0.95	25
-0.08	-2.45	35
0.12	-2.39	33
2.22	0.70	35
-1.56	-1.76	32
-1.77	0.35	17
-1.53	-1.65	30
0.98	1.62	30
-1.39	-0.99	21
-1.93	0.35	16
1.58	0.98	17
1.74	-0.21	12
0.28	-1.94	13
2.13	0.54	25
1.72	-1.04	14
0.51	1.79	26
-1.56	1.02	15
-1.76	1.48	23
1.58	0.70	16
-1.12	-1.14	21
1.07	-2.04	28
-1.55	-0.51	21
-1.77	-0.92	20
-0.34	-1.85	15
1.51	1.48	31
-2.11	-0.44	30
1.27	-0.86	19
2.32	0.82	39
0.26	1.77	19
1.51	1.61	32
0.21	-2.09	19
1.90	1.01	27
2.03	1.22	35
-1.04	1.59	7
0.42	-1.12	45
-2.03	1.28	27
0.43	2.22	31
-1.45	1.34	13
-2.84	0.23	73
0.29	-1.58	12
-1.71	-0.97	20
-1.56	0.59	17
1.58	-1.29	17
-0.47	-1.43	23
-0.99	1.97	19
-2.61	0.64	64
-1.06	1.89	14
1.88	-1.21	18
0.99	1.39	28
1.10	-1.85	19
0.39	-2.18	25
2.10	-0.69	22
-0.28	-1.56	12
-1.71	0.51	17
-2.12	-0.23	34
