# 360 points chosen from a noisy circle, with 40 points chosen from a uniform distribution
# parameters: mean radius 2, std. dev. radius 0.3, radius for codensity function 1
points
2
4
codensity
1.86	0.46	12
1.25	-1.29	22
2.29	-0.18	14
-1.22	1.91	26
0.15	-2.01	8
0.35	-1.51	5
-1.36	-0.81	5
-1.37	1.57	22
0.10	1.97	23
0.40	-1.86	8
1.11	2.11	23
-0.48	-1.61	15
1.58	1.29	13
1.29	1.40	15
-1.67	-0.63	3
1.99	-1.49	34
1.49	0.16	15
2.07	-0.91	24
0.17	-2.18	16
0.85	1.44	8
0.25	-2.76	38
-0.46	-1.24	25
0.85	-1.27	22
0.06	-1.92	9
0.35	-1.41	9
0.21	2.26	29
1.83	-0.87	21
0.54	-2.22	16
-2.40	0.18	22
-1.40	1.74	24
-0.06	-2.05	9
0.67	2.19	20
1.79	-0.26	8
-0.40	2.07	25
-1.90	-0.82	7
-1.58	0.38	10
0.33	1.75	22
1.68	-1.01	19
-1.82	-1.63	27
-1.11	1.23	20
1.99	-0.53	18
0.84	1.71	10
-0.68	1.69	19
-1.13	2.09	31
2.32	0.00	13
-2.07	0.86	31
-0.28	-2.00	13
0.40	1.86	23
1.82	-0.35	11
-0.60	-1.35	20
-2.00	1.27	29
0.42	-1.60	9
-2.08	0.62	17
-1.71	-0.88	5
-0.66	-2.02	19
0.89	-1.26	24
1.67	0.51	10
0.50	1.93	17
-2.21	-1.06	19
-0.84	-2.07	27
0.05	-2.38	22
1.57	-0.48	18
0.42	-1.79	6
1.58	1.10	12
-1.54	-1.81	29
1.73	-1.30	23
1.43	1.98	24
1.39	0.53	16
-1.39	1.65	23
2.06	0.13	9
-1.70	-1.11	9
-1.92	-0.85	9
-1.53	1.25	15
2.02	-1.20	29
1.63	0.37	11
2.36	0.55	24
-1.18	1.26	19
0.07	-1.80	7
-0.17	-2.51	26
1.46	1.10	13
-1.40	-0.48	7
-0.03	1.90	24
-1.21	1.68	20
-1.11	1.53	20
0.76	1.80	12
-0.93	-1.66	22
-1.94	1.14	25
0.05	-1.65	10
-0.31	-1.83	12
-1.46	-0.93	6
0.37	1.70	21
0.81	2.01	17
-0.01	1.59	24
0.47	-2.00	10
-1.68	-0.36	2
0.17	-1.83	6
0.27	-2.25	17
-1.97	-2.13	53
1.01	-1.37	22
0.66	-2.01	7
-1.26	-1.65	21
-1.81	-0.68	6
-2.10	-0.35	3
1.81	-0.35	11
-0.36	2.09	25
0.94	1.33	6
-1.30	1.61	22
-2.07	0.40	16
-0.96	-1.63	23
-1.86	-0.19	3
0.78	1.61	10
-1.99	0.24	12
1.79	-0.13	8
-0.81	2.12	27
1.92	0.63	12
-1.88	-1.02	8
-1.49	-1.16	8
1.98	0.06	6
0.55	2.25	24
1.01	-1.98	18
0.14	-1.95	7
-1.34	1.44	19
-1.71	-0.69	5
0.16	-2.43	22
1.20	2.19	24
2.45	0.57	29
1.69	1.07	12
0.21	1.41	27
1.08	1.33	9
0.98	-1.25	22
-1.44	-0.97	7
-2.83	0.09	45
-0.02	1.53	24
1.89	-0.80	21
1.42	-1.53	26
-0.05	-2.12	10
0.51	1.49	21
-1.33	1.64	22
2.14	-0.82	25
-1.08	1.41	20
-1.49	-1.98	37
-2.47	0.15	23
1.45	1.83	22
2.03	-0.33	11
-0.81	-1.78	21
-1.08	0.15	37
-0.77	1.75	19
0.84	-2.35	23
2.08	0.83	19
-1.78	1.27	23
2.36	0.62	24
1.55	-1.10	21
-1.83	-1.51	23
1.89	0.59	13
1.55	0.49	10
-1.60	-0.18	6
0.90	-1.80	13
-0.61	1.27	23
-1.98	0.76	23
1.25	-1.40	19
1.33	1.76	17
0.95	1.73	8
1.81	-1.26	22
1.82	1.21	15
-1.92	0.33	10
1.46	1.85	22
2.16	-0.51	19
1.71	1.44	19
-0.78	1.91	23
-1.17	2.08	31
-1.46	-1.27	13
-0.68	1.88	21
-0.15	-1.88	9
-1.70	1.12	22
1.59	1.97	27
1.63	0.93	12
-1.67	0.55	10
-1.06	1.66	23
-2.10	-1.35	27
1.98	0.10	8
1.26	-1.29	20
1.93	-0.44	15
1.10	1.99	20
1.06	-1.77	14
-1.77	-0.41	1
-1.92	0.03	8
-1.83	-0.20	2
0.09	2.46	37
1.95	0.66	14
-1.56	0.75	12
0.75	-1.77	11
-1.38	-0.77	4
2.29	0.37	18
-1.74	-0.14	5
-0.62	1.51	18
0.90	-1.63	13
1.19	1.88	17
-0.24	-1.58	14
-0.95	-1.90	27
-2.05	-0.26	4
-1.66	-1.59	23
0.33	1.90	24
-2.20	0.65	23
0.17	-1.63	5
-2.33	-0.79	12
-2.19	-0.28	6
-0.58	-1.79	14
-1.29	-1.55	17
-1.86	-0.38	2
-2.04	-0.08	6
1.25	0.50	25
1.60	-1.26	20
0.83	2.29	23
1.35	1.39	15
0.41	1.81	20
-1.73	-0.47	1
2.18	-0.17	13
-2.24	-0.21	10
-0.27	-2.03	14
0.33	-1.86	12
-2.22	0.76	29
0.18	-2.10	15
-1.93	-0.13	3
-1.67	1.57	24
1.83	0.42	11
-0.07	-2.04	9
1.76	-0.70	20
-1.94	0.15	10
0.27	2.07	25
-2.23	-0.60	6
1.38	-1.71	28
1.15	-1.50	21
1.52	1.05	12
2.09	0.02	7
-2.32	-0.34	11
0.81	-1.84	11
0.17	-1.69	5
1.86	-0.72	20
-2.07	0.38	15
-0.92	-1.95	27
-2.08	-0.15	7
-2.32	0.13	19
0.48	-1.82	6
-1.27	-2.16	40
1.60	0.71	14
-0.91	-1.26	20
2.10	0.74	18
0.80	1.62	10
0.65	2.06	16
1.31	-1.52	20
-1.62	-1.31	14
1.91	0.41	10
2.25	0.74	19
0.15	1.61	22
-0.70	1.51	17
-1.27	-1.66	21
-1.87	-0.98	8
-1.43	1.10	16
1.56	1.85	24
1.96	0.13	8
-1.46	-0.71	3
2.01	-0.12	8
1.74	1.15	14
-1.05	1.43	20
2.41	0.12	22
-0.80	1.78	19
1.87	1.58	28
-1.35	1.85	24
2.14	-0.67	26
1.84	0.54	12
1.71	-1.10	21
-1.92	-1.01	8
-1.45	0.05	12
1.10	-1.75	16
0.81	-2.20	15
1.56	1.20	14
1.42	1.17	13
-1.62	-0.26	5
2.14	-0.80	25
0.13	1.70	23
0.21	-1.78	5
2.05	-0.91	24
-0.63	-1.43	17
2.54	0.28	29
0.40	-2.26	20
-2.21	0.60	20
0.63	-1.59	10
-1.03	1.57	22
-1.76	-0.27	4
1.86	1.47	24
0.58	1.80	15
-1.34	1.65	23
-2.03	1.02	26
-1.37	-0.92	5
2.63	-0.16	29
-1.88	-0.59	4
0.29	-2.17	16
2.19	0.33	15
-1.87	1.07	21
-1.67	1.39	22
0.67	2.23	20
0.68	-1.34	18
-1.45	1.37	18
-0.70	-1.56	18
2.29	-0.51	23
-1.08	1.92	28
-1.74	1.01	19
-2.02	-0.62	6
-2.02	-1.14	12
-2.17	-0.17	8
-1.51	-0.59	4
-1.06	-1.79	26
-1.13	1.17	19
-1.42	-1.51	14
0.82	2.44	33
2.24	0.58	19
0.95	2.18	23
2.27	0.34	18
1.37	1.55	20
-1.54	-1.27	11
0.09	2.13	25
1.70	0.85	14
2.47	-0.46	28
1.66	-0.60	18
-1.03	1.21	21
0.38	-2.16	20
1.67	-0.39	12
-0.16	-1.87	9
1.33	-1.51	19
1.68	-0.59	19
1.39	1.65	19
-0.69	-1.74	18
-1.05	2.33	39
1.73	-1.19	23
-1.79	-1.19	13
-1.66	-0.22	4
-0.04	-2.25	17
-0.13	1.58	22
-1.82	0.13	9
-1.23	-1.28	13
0.80	-1.66	13
1.12	1.35	11
-0.97	0.71	38
-0.10	2.22	28
1.55	1.64	24
1.62	0.95	12
0.12	1.50	24
1.65	-0.72	16
-0.30	1.62	22
-0.96	1.97	27
1.41	-1.91	31
-2.01	-0.82	8
-1.63	0.32	11
-1.62	-0.19	6
-2.05	-0.07	7
-0.59	-1.84	16
-2.40	0.28	20
2.30	0.91	25
1.15	1.63	13
-0.56	-1.38	22
-3.37	5.42	70
1.81	3.17	70
3.36	1.10	70
-3.52	-3.56	68
-2.00	4.73	68
0.90	4.49	70
3.71	-3.73	70
3.13	-1.52	69
-5.34	-4.05	69
-3.36	-0.98	70
-1.97	-1.26	22
0.80	-5.86	70
-1.28	0.96	15
4.40	-0.46	70
2.63	-0.78	35
-4.30	-4.95	69
1.64	-2.22	50
2.00	-5.88	70
2.57	-3.81	70
2.31	5.12	70
-2.54	3.02	69
0.49	0.79	50
-3.39	2.30	69
-0.30	5.27	70
-3.06	2.44	68
1.15	0.22	34
-2.16	-4.38	69
5.06	3.75	70
-5.48	-0.70	70
-5.97	0.33	70
-4.43	5.55	70
5.44	2.56	70
-4.78	-4.43	68
-1.75	4.20	69
-2.78	-3.72	68
-2.15	1.61	43
5.66	-5.26	70
-4.02	-3.28	69
-1.72	5.24	69
-4.75	-1.67	70
