# 400 points chosen from a noisy circle, with 80 points chosen from a uniform distribution
# parameters: mean radius 2, std. dev. radius 0.3, radius for codensity function 1
points
2
1000
codensity
-2.01	-1.50	33
0.39	-2.13	11
-1.65	-1.86	35
2.13	0.59	16
-1.14	-1.04	19
1.94	0.22	12
-1.43	-1.29	20
1.48	-1.11	7
-1.19	-1.64	14
-2.07	0.51	18
1.92	1.15	15
0.36	-2.41	27
-1.55	-0.47	21
1.53	0.20	20
-1.63	0.84	11
-2.03	0.42	17
1.97	0.10	15
1.65	-0.11	22
-0.43	-1.69	14
1.13	-1.67	7
1.04	1.99	15
-0.43	1.98	11
-1.81	-1.31	24
1.24	-0.05	39
-2.14	-0.18	21
0.90	1.24	9
2.06	0.33	13
-2.07	0.39	17
-1.24	1.43	14
-1.65	1.61	28
-2.28	-0.70	31
-1.01	1.99	22
-0.67	1.98	14
-0.63	-1.99	19
1.67	1.05	6
2.40	-0.83	35
-1.37	1.04	15
-0.96	-1.68	14
1.58	-1.68	13
1.74	-0.89	10
1.82	1.26	12
-0.31	-1.75	20
-1.15	-1.02	20
1.32	1.94	15
-1.36	0.81	16
-1.99	0.97	16
1.29	1.93	15
2.50	-0.68	41
-1.08	-1.56	14
1.41	-0.87	10
-2.39	0.46	29
2.33	-0.69	27
-0.41	-1.94	19
0.85	1.37	5
-1.92	-0.43	17
-1.59	-1.25	20
0.16	-2.22	20
-0.45	2.02	12
-1.03	-2.02	22
0.03	1.96	8
-1.32	-1.02	19
1.30	1.69	9
-1.54	-0.99	17
-1.10	1.13	17
2.05	1.31	23
-0.32	2.56	35
1.90	0.91	16
1.27	-1.67	12
1.07	-1.78	9
1.28	1.77	11
-1.66	0.62	10
1.67	-0.34	18
-1.10	-1.14	19
-0.33	1.38	8
2.35	-1.27	35
-1.16	-1.03	20
2.32	0.20	27
-0.19	2.01	10
1.73	1.74	25
0.97	-1.51	10
1.86	-0.55	14
1.70	-0.93	8
-0.48	2.54	32
1.03	-1.50	9
1.04	-0.89	15
1.53	1.29	6
-1.63	1.27	18
0.73	-1.10	25
1.67	1.11	6
0.07	-2.25	23
-0.63	-1.43	11
1.84	-0.47	14
-0.92	-1.19	16
2.20	-0.32	23
1.55	-1.70	14
1.68	-1.39	11
0.32	-2.08	11
1.10	1.39	2
0.86	-1.94	14
2.19	-0.57	21
0.76	-1.45	12
-1.36	1.07	13
1.42	1.28	6
0.51	1.84	4
-1.46	-1.59	28
0.97	1.36	4
0.85	-1.95	14
-0.46	-2.07	20
-0.36	1.30	12
0.45	2.69	44
-0.80	1.60	13
-1.98	0.59	17
-2.23	-0.95	31
0.65	-1.69	8
-1.80	0.83	13
-1.62	-1.64	29
1.20	-1.38	10
0.62	-1.14	25
0.72	-1.59	6
-0.46	-1.77	18
-1.45	1.25	15
0.10	1.41	9
-0.80	-1.55	9
0.56	-1.59	10
1.88	-0.96	15
-0.14	-1.96	17
-2.14	-0.84	28
1.14	1.81	5
0.15	1.49	7
-1.85	-0.05	15
0.29	2.02	4
-2.55	0.58	35
-1.28	1.22	13
0.61	1.50	4
-1.91	0.48	17
-1.85	1.35	23
-0.34	2.34	25
2.04	-0.33	16
1.08	1.89	10
0.21	2.20	15
0.21	1.84	3
-1.50	1.44	18
-2.19	-0.45	27
1.84	0.12	17
-1.00	-0.71	33
-0.39	-2.08	21
-0.64	0.92	43
-0.34	-1.34	19
2.13	0.21	19
-0.42	-2.27	25
-1.74	0.54	13
-2.52	0.41	32
-1.36	2.16	35
-1.33	-1.93	24
-0.11	-2.25	23
-1.83	-0.87	18
-1.20	-0.95	21
1.73	1.17	10
1.02	1.58	2
2.22	0.75	23
2.15	0.64	18
-0.53	1.95	12
-2.12	0.55	20
0.94	1.03	13
-2.00	-0.16	18
-0.37	-2.00	20
-0.64	1.81	12
0.72	1.86	7
-1.62	-1.36	21
-1.06	-1.79	16
-0.01	-2.25	23
1.61	-1.72	15
1.77	-1.11	10
1.92	-1.27	14
1.37	0.87	8
-0.54	1.69	6
2.05	0.68	19
-1.91	0.05	16
-1.59	1.02	18
-1.89	0.71	10
0.92	-1.58	7
0.98	1.50	2
1.84	0.44	10
0.55	1.81	7
-0.42	2.07	13
2.08	0.39	12
2.13	0.80	23
-2.06	-0.01	16
0.02	2.04	9
0.19	1.74	1
-1.17	2.01	23
1.56	-1.12	8
1.00	-1.94	14
-0.92	1.70	13
-0.07	-1.64	14
-0.32	-1.90	21
-1.00	-1.52	13
-2.02	-1.31	31
1.67	-0.99	5
-0.73	1.82	13
-1.60	-1.26	20
-1.99	1.48	30
-0.24	2.43	32
-1.67	-0.50	18
0.93	-1.58	9
0.35	2.04	3
-1.37	0.59	18
0.84	1.85	9
-0.59	-1.60	13
-0.92	2.09	22
0.75	-1.65	8
0.40	1.93	2
1.65	-1.90	23
0.80	-1.74	8
-0.41	-2.31	28
-1.65	-0.89	15
-0.85	1.61	15
0.50	2.17	8
0.69	-2.10	10
1.86	-0.77	12
1.76	0.73	14
-1.58	-0.11	18
-2.38	0.18	25
-1.79	0.95	16
2.00	0.19	15
-1.55	0.19	20
1.64	-1.37	8
0.23	1.86	2
0.98	-1.53	10
2.18	1.08	26
-2.13	0.79	21
2.42	0.93	30
2.01	0.43	11
-1.59	0.50	12
0.59	1.27	12
-1.02	-1.87	14
-1.64	-0.16	13
-1.14	1.47	13
0.68	-1.99	10
-1.37	-1.80	27
-0.17	2.12	12
-1.50	1.59	24
-1.96	-0.61	22
-0.71	1.34	19
-2.46	0.38	30
2.07	0.29	14
1.59	1.30	9
1.70	1.09	7
-1.18	-2.06	27
1.92	-0.85	17
-1.17	1.53	13
-1.68	1.69	32
0.23	1.88	3
1.91	-0.79	17
-1.02	-1.87	14
0.25	-1.54	7
-1.83	-0.52	17
-0.01	2.72	40
1.28	2.12	32
-1.31	-1.70	21
0.06	-1.93	16
1.42	-1.47	10
-1.82	1.04	19
0.35	1.47	8
1.31	1.08	5
1.10	-1.43	13
1.73	0.64	13
-1.99	-0.02	15
1.36	1.63	9
-1.29	0.97	16
1.71	1.17	9
1.21	-1.51	12
1.45	1.89	22
1.91	0.94	16
0.50	1.52	8
-1.56	0.20	21
-1.27	1.30	15
-0.23	1.97	10
-2.18	0.55	21
0.55	-1.82	7
-0.14	-2.26	23
1.28	-1.42	11
-0.51	2.06	18
1.56	-1.63	11
1.02	1.52	2
-1.60	-1.10	17
-2.30	0.25	23
-2.08	0.03	16
-1.91	-0.05	16
-1.71	-1.26	22
-0.48	-1.82	19
-2.06	-0.82	25
-1.19	1.32	16
-0.99	1.94	21
1.05	1.98	15
2.19	-0.21	22
2.12	1.08	24
-0.26	-1.78	16
-1.36	1.82	26
1.22	-1.77	10
2.42	-0.35	30
1.48	-0.39	21
1.41	-1.86	17
0.25	2.17	10
1.00	-1.23	12
0.17	-1.79	8
1.99	0.94	18
2.17	0.06	22
0.02	1.79	8
0.87	2.03	13
0.18	-1.97	12
2.00	-0.59	17
-2.04	-0.20	19
2.01	-0.80	21
1.65	0.15	18
-0.54	1.31	13
-1.81	0.58	14
-1.63	-1.40	22
-1.20	1.15	16
0.55	1.66	7
-1.17	-1.54	16
-1.24	1.26	16
-0.21	-1.50	17
-1.49	-1.57	25
-1.62	-0.83	16
-2.08	0.62	20
1.59	1.00	4
0.43	-1.68	4
1.78	0.62	13
1.52	-0.87	7
0.08	-2.00	17
-1.59	-0.19	17
0.28	-2.11	13
-0.96	1.73	16
1.23	-1.63	11
-0.27	1.92	9
0.67	-1.97	10
0.55	-2.35	20
1.46	0.94	5
-1.32	1.50	18
2.22	-0.02	20
-0.47	-2.31	27
1.97	0.69	19
-0.61	1.51	13
-0.05	-1.84	16
-2.51	-0.40	36
0.39	1.63	5
0.75	1.46	6
0.40	1.57	6
1.54	0.98	3
1.02	-1.43	12
-1.80	1.33	22
1.92	1.18	15
2.29	-0.39	25
1.51	-1.07	7
1.19	1.37	5
1.09	-2.20	26
0.79	2.43	28
-1.11	1.90	19
2.13	-0.64	22
1.94	-1.43	20
-0.81	-1.71	12
-0.64	1.96	13
-1.35	-1.65	24
1.77	-0.43	17
0.28	2.06	5
1.46	1.03	4
0.31	2.23	14
0.32	2.46	25
2.62	-0.84	46
-2.04	0.24	20
1.54	-0.04	21
1.10	-0.96	12
0.34	1.44	10
-0.17	-2.29	25
0.33	1.23	19
0.77	1.48	5
1.79	-1.18	12
-0.28	1.86	10
1.75	-1.27	13
-0.02	-2.41	29
1.18	-1.47	11
-2.25	-0.92	31
1.95	1.35	19
-0.20	-1.99	18
-1.79	0.82	12
-1.69	0.70	7
2.15	0.34	12
-1.43	-0.89	17
1.86	0.89	15
-0.38	2.08	13
-1.30	-1.09	18
1.55	1.86	25
2.00	-1.69	34
0.46	1.76	3
-1.91	0.40	15
0.40	1.61	5
-2.04	-0.23	19
1.45	1.45	9
-2.61	-0.24	39
1.53	-1.16	7
1.02	1.03	8
-0.48	-3.36	75
5.29	0.98	74
1.60	-3.14	73
5.79	0.79	75
4.39	0.67	75
-1.51	-5.44	74
-5.41	-4.65	75
-0.92	-3.26	75
5.62	4.90	74
-5.41	-3.72	75
5.95	4.86	74
1.61	3.81	76
-2.48	-0.83	42
-4.56	-1.46	75
-3.02	-1.23	70
-5.75	-2.60	76
2.39	0.47	24
3.79	1.56	75
5.67	3.61	76
-2.59	-5.96	76
-4.71	-0.73	74
-4.49	4.81	76
-0.34	-1.54	18
0.71	-2.54	37
-1.37	-5.74	75
-5.92	3.21	76
0.08	-0.60	69
-0.01	4.38	76
-1.47	2.33	51
-5.26	-0.41	75
2.93	1.87	74
4.98	-1.00	76
1.46	-3.56	74
1.41	-3.67	74
5.68	-5.27	74
2.95	-3.38	75
4.21	-4.18	75
-4.91	2.57	76
-2.68	5.33	74
-2.81	0.09	44
-0.85	-0.52	49
-4.93	1.41	74
2.33	-1.30	36
2.36	1.29	34
-3.32	4.09	74
5.58	-4.54	74
-2.71	4.38	72
1.63	-0.18	18
-3.58	2.88	76
-4.08	-3.61	75
-1.37	-1.37	17
-2.85	4.10	73
-3.50	-3.01	75
1.23	1.75	9
1.08	-0.23	49
1.35	-2.13	27
-2.74	-4.05	74
5.90	5.35	74
-2.19	-4.84	74
0.54	-2.65	43
3.35	-3.00	75
-0.49	-0.13	73
5.75	2.34	76
-0.65	3.46	73
0.79	1.73	9
4.80	-4.65	74
-4.88	0.69	75
5.45	-5.67	75
-2.03	3.84	74
1.30	4.95	75
-3.50	5.24	75
1.80	4.83	75
-0.21	5.99	76
-2.66	-3.95	75
1.18	-2.54	43
-1.15	1.01	16
3.50	5.41	76
-4.00	1.36	75
